scenario,spp,METRIC_SUBTYPE,METRIC,n,value
scenario2_perennialexpand_alt,shore,Waterbird habitat,Shorebirds (fall),24,170780
scenario2_perennialexpand_alt,cicon,Waterbird habitat,Herons/Egrets (fall),24,180559
scenario2_perennialexpand_alt,crane,Waterbird habitat,Cranes (fall),24,47411
scenario2_perennialexpand_alt,geese,Waterbird habitat,Geese (fall),24,11229
scenario2_perennialexpand_alt,TOTAL,Waterbird habitat,Total (fall),24,219575
scenario3_combo_alt,dblr,Waterbird habitat,Dabbling Ducks (fall),24,127717
scenario3_combo_alt,shore,Waterbird habitat,Shorebirds (fall),24,206327
scenario3_combo_alt,cicon,Waterbird habitat,Herons/Egrets (fall),24,217204
scenario3_combo_alt,crane,Waterbird habitat,Cranes (fall),24,46174
scenario3_combo_alt,geese,Waterbird habitat,Geese (fall),24,10917
scenario3_combo_alt,TOTAL,Waterbird habitat,Total (fall),24,256842
baseline,dblr,Waterbird habitat,Dabbling Ducks (fall),25,100275
baseline,shore,Waterbird habitat,Shorebirds (fall),25,152996
baseline,cicon,Waterbird habitat,Herons/Egrets (fall),25,277137
baseline,crane,Waterbird habitat,Cranes (fall),25,2979
baseline,geese,Waterbird habitat,Geese (fall),25,8317
baseline,TOTAL,Waterbird habitat,Total (fall),25,313731
scenario1_restoration,dblr,Waterbird habitat,Dabbling Ducks (fall),25,140233
scenario1_restoration,shore,Waterbird habitat,Shorebirds (fall),25,188116
scenario1_restoration,cicon,Waterbird habitat,Herons/Egrets (fall),25,325762
scenario1_restoration,crane,Waterbird habitat,Cranes (fall),25,2978
scenario1_restoration,geese,Waterbird habitat,Geese (fall),25,8555
scenario1_restoration,TOTAL,Waterbird habitat,Total (fall),25,359346
scenario2_perennialexpand_alt,dblr,Waterbird habitat,Dabbling Ducks (fall),25,94766
scenario2_perennialexpand_alt,shore,Waterbird habitat,Shorebirds (fall),25,147078
scenario2_perennialexpand_alt,cicon,Waterbird habitat,Herons/Egrets (fall),25,270842
scenario2_perennialexpand_alt,crane,Waterbird habitat,Cranes (fall),25,4850
scenario2_perennialexpand_alt,geese,Waterbird habitat,Geese (fall),25,12136
scenario2_perennialexpand_alt,TOTAL,Waterbird habitat,Total (fall),25,305218
scenario3_combo_alt,dblr,Waterbird habitat,Dabbling Ducks (fall),25,134563
scenario3_combo_alt,shore,Waterbird habitat,Shorebirds (fall),25,182492
scenario3_combo_alt,cicon,Waterbird habitat,Herons/Egrets (fall),25,320319
scenario3_combo_alt,crane,Waterbird habitat,Cranes (fall),25,4704
scenario3_combo_alt,geese,Waterbird habitat,Geese (fall),25,11418
scenario3_combo_alt,TOTAL,Waterbird habitat,Total (fall),25,351679
baseline,dblr,Waterbird habitat,Dabbling Ducks (fall),26,92078
baseline,shore,Waterbird habitat,Shorebirds (fall),26,155033
baseline,cicon,Waterbird habitat,Herons/Egrets (fall),26,206059
baseline,crane,Waterbird habitat,Cranes (fall),26,16030
baseline,geese,Waterbird habitat,Geese (fall),26,5334
baseline,TOTAL,Waterbird habitat,Total (fall),26,252730
scenario1_restoration,dblr,Waterbird habitat,Dabbling Ducks (fall),26,134580
scenario1_restoration,shore,Waterbird habitat,Shorebirds (fall),26,189329
scenario1_restoration,cicon,Waterbird habitat,Herons/Egrets (fall),26,239906
scenario1_restoration,crane,Waterbird habitat,Cranes (fall),26,16601
scenario1_restoration,geese,Waterbird habitat,Geese (fall),26,5237
scenario1_restoration,TOTAL,Waterbird habitat,Total (fall),26,285430
scenario2_perennialexpand_alt,dblr,Waterbird habitat,Dabbling Ducks (fall),26,89048
scenario2_perennialexpand_alt,shore,Waterbird habitat,Shorebirds (fall),26,148523
scenario2_perennialexpand_alt,cicon,Waterbird habitat,Herons/Egrets (fall),26,199415
scenario2_perennialexpand_alt,crane,Waterbird habitat,Cranes (fall),26,18924
scenario2_perennialexpand_alt,geese,Waterbird habitat,Geese (fall),26,8025
scenario2_perennialexpand_alt,TOTAL,Waterbird habitat,Total (fall),26,241356
scenario3_combo_alt,dblr,Waterbird habitat,Dabbling Ducks (fall),26,131076
scenario3_combo_alt,shore,Waterbird habitat,Shorebirds (fall),26,183428
scenario3_combo_alt,cicon,Waterbird habitat,Herons/Egrets (fall),26,233791
scenario3_combo_alt,crane,Waterbird habitat,Cranes (fall),26,20318
scenario3_combo_alt,geese,Waterbird habitat,Geese (fall),26,10451
scenario3_combo_alt,TOTAL,Waterbird habitat,Total (fall),26,274767
baseline,dblr,Waterbird habitat,Dabbling Ducks (fall),27,80550
baseline,shore,Waterbird habitat,Shorebirds (fall),27,162306
baseline,cicon,Waterbird habitat,Herons/Egrets (fall),27,152180
baseline,crane,Waterbird habitat,Cranes (fall),27,48773
baseline,geese,Waterbird habitat,Geese (fall),27,33463
baseline,TOTAL,Waterbird habitat,Total (fall),27,244619
scenario1_restoration,dblr,Waterbird habitat,Dabbling Ducks (fall),27,118997
scenario1_restoration,shore,Waterbird habitat,Shorebirds (fall),27,196478
scenario1_restoration,cicon,Waterbird habitat,Herons/Egrets (fall),27,177768
scenario1_restoration,crane,Waterbird habitat,Cranes (fall),27,50084
scenario1_restoration,geese,Waterbird habitat,Geese (fall),27,35876
scenario1_restoration,TOTAL,Waterbird habitat,Total (fall),27,277068
scenario2_perennialexpand_alt,dblr,Waterbird habitat,Dabbling Ducks (fall),27,75385
scenario2_perennialexpand_alt,shore,Waterbird habitat,Shorebirds (fall),27,155868
scenario2_perennialexpand_alt,cicon,Waterbird habitat,Herons/Egrets (fall),27,146408
scenario2_perennialexpand_alt,crane,Waterbird habitat,Cranes (fall),27,44313
scenario2_perennialexpand_alt,geese,Waterbird habitat,Geese (fall),27,53260
scenario2_perennialexpand_alt,TOTAL,Waterbird habitat,Total (fall),27,235485
scenario3_combo_alt,dblr,Waterbird habitat,Dabbling Ducks (fall),27,115508
scenario3_combo_alt,shore,Waterbird habitat,Shorebirds (fall),27,190760
scenario3_combo_alt,cicon,Waterbird habitat,Herons/Egrets (fall),27,173989
scenario3_combo_alt,crane,Waterbird habitat,Cranes (fall),27,45137
scenario3_combo_alt,geese,Waterbird habitat,Geese (fall),27,58609
scenario3_combo_alt,TOTAL,Waterbird habitat,Total (fall),27,271007
baseline,dblr,Waterbird habitat,Dabbling Ducks (fall),28,97715
baseline,shore,Waterbird habitat,Shorebirds (fall),28,191754
baseline,cicon,Waterbird habitat,Herons/Egrets (fall),28,218197
baseline,crane,Waterbird habitat,Cranes (fall),28,24849
baseline,geese,Waterbird habitat,Geese (fall),28,17789
baseline,TOTAL,Waterbird habitat,Total (fall),28,292859
scenario1_restoration,dblr,Waterbird habitat,Dabbling Ducks (fall),28,159881
scenario1_restoration,shore,Waterbird habitat,Shorebirds (fall),28,226913
scenario1_restoration,cicon,Waterbird habitat,Herons/Egrets (fall),28,273094
scenario1_restoration,crane,Waterbird habitat,Cranes (fall),28,24934
scenario1_restoration,geese,Waterbird habitat,Geese (fall),28,17765
scenario1_restoration,TOTAL,Waterbird habitat,Total (fall),28,354441
scenario2_perennialexpand_alt,dblr,Waterbird habitat,Dabbling Ducks (fall),28,87469
scenario2_perennialexpand_alt,shore,Waterbird habitat,Shorebirds (fall),28,182580
scenario2_perennialexpand_alt,cicon,Waterbird habitat,Herons/Egrets (fall),28,206149
scenario2_perennialexpand_alt,crane,Waterbird habitat,Cranes (fall),28,25189
scenario2_perennialexpand_alt,geese,Waterbird habitat,Geese (fall),28,23478
scenario2_perennialexpand_alt,TOTAL,Waterbird habitat,Total (fall),28,275402
scenario3_combo_alt,dblr,Waterbird habitat,Dabbling Ducks (fall),28,149379
scenario3_combo_alt,shore,Waterbird habitat,Shorebirds (fall),28,218844
scenario3_combo_alt,cicon,Waterbird habitat,Herons/Egrets (fall),28,264258
scenario3_combo_alt,crane,Waterbird habitat,Cranes (fall),28,25091
scenario3_combo_alt,geese,Waterbird habitat,Geese (fall),28,27923
scenario3_combo_alt,TOTAL,Waterbird habitat,Total (fall),28,338058
baseline,dblr,Waterbird habitat,Dabbling Ducks (fall),29,140921
baseline,shore,Waterbird habitat,Shorebirds (fall),29,139999
baseline,cicon,Waterbird habitat,Herons/Egrets (fall),29,172028
baseline,crane,Waterbird habitat,Cranes (fall),29,47439
baseline,geese,Waterbird habitat,Geese (fall),29,20958
baseline,TOTAL,Waterbird habitat,Total (fall),29,260868
scenario1_restoration,dblr,Waterbird habitat,Dabbling Ducks (fall),29,190167
scenario1_restoration,shore,Waterbird habitat,Shorebirds (fall),29,176411
scenario1_restoration,cicon,Waterbird habitat,Herons/Egrets (fall),29,217751
scenario1_restoration,crane,Waterbird habitat,Cranes (fall),29,49704
scenario1_restoration,geese,Waterbird habitat,Geese (fall),29,23983
scenario1_restoration,TOTAL,Waterbird habitat,Total (fall),29,314910
scenario2_perennialexpand_alt,dblr,Waterbird habitat,Dabbling Ducks (fall),29,116561
scenario2_perennialexpand_alt,shore,Waterbird habitat,Shorebirds (fall),29,135049
scenario2_perennialexpand_alt,cicon,Waterbird habitat,Herons/Egrets (fall),29,166239
scenario2_perennialexpand_alt,crane,Waterbird habitat,Cranes (fall),29,43306
scenario2_perennialexpand_alt,geese,Waterbird habitat,Geese (fall),29,34902
scenario2_perennialexpand_alt,TOTAL,Waterbird habitat,Total (fall),29,240061
scenario3_combo_alt,dblr,Waterbird habitat,Dabbling Ducks (fall),29,168545
scenario3_combo_alt,shore,Waterbird habitat,Shorebirds (fall),29,171639
scenario3_combo_alt,cicon,Waterbird habitat,Herons/Egrets (fall),29,212610
scenario3_combo_alt,crane,Waterbird habitat,Cranes (fall),29,45988
scenario3_combo_alt,geese,Waterbird habitat,Geese (fall),29,39312
scenario3_combo_alt,TOTAL,Waterbird habitat,Total (fall),29,295720
baseline,dblr,Waterbird habitat,Dabbling Ducks (fall),30,85777
baseline,shore,Waterbird habitat,Shorebirds (fall),30,162140
baseline,cicon,Waterbird habitat,Herons/Egrets (fall),30,223859
baseline,crane,Waterbird habitat,Cranes (fall),30,37540
baseline,geese,Waterbird habitat,Geese (fall),30,2514
baseline,TOTAL,Waterbird habitat,Total (fall),30,262894
scenario1_restoration,dblr,Waterbird habitat,Dabbling Ducks (fall),30,130347
scenario1_restoration,shore,Waterbird habitat,Shorebirds (fall),30,201347
scenario1_restoration,cicon,Waterbird habitat,Herons/Egrets (fall),30,261358
scenario1_restoration,crane,Waterbird habitat,Cranes (fall),30,39243
scenario1_restoration,geese,Waterbird habitat,Geese (fall),30,2394
scenario1_restoration,TOTAL,Waterbird habitat,Total (fall),30,304920
scenario2_perennialexpand_alt,dblr,Waterbird habitat,Dabbling Ducks (fall),30,79769
scenario2_perennialexpand_alt,shore,Waterbird habitat,Shorebirds (fall),30,155434
scenario2_perennialexpand_alt,cicon,Waterbird habitat,Herons/Egrets (fall),30,223830
scenario2_perennialexpand_alt,crane,Waterbird habitat,Cranes (fall),30,42817
scenario2_perennialexpand_alt,geese,Waterbird habitat,Geese (fall),30,5314
scenario2_perennialexpand_alt,TOTAL,Waterbird habitat,Total (fall),30,260520
scenario3_combo_alt,dblr,Waterbird habitat,Dabbling Ducks (fall),30,123368
scenario3_combo_alt,shore,Waterbird habitat,Shorebirds (fall),30,195387
scenario3_combo_alt,cicon,Waterbird habitat,Herons/Egrets (fall),30,263211
scenario3_combo_alt,crane,Waterbird habitat,Cranes (fall),30,43665
scenario3_combo_alt,geese,Waterbird habitat,Geese (fall),30,5077
scenario3_combo_alt,TOTAL,Waterbird habitat,Total (fall),30,301378
baseline,dblr,Waterbird habitat,Dabbling Ducks (fall),31,81334
baseline,shore,Waterbird habitat,Shorebirds (fall),31,151809
baseline,cicon,Waterbird habitat,Herons/Egrets (fall),31,259880
baseline,crane,Waterbird habitat,Cranes (fall),31,50027
baseline,geese,Waterbird habitat,Geese (fall),31,55813
baseline,TOTAL,Waterbird habitat,Total (fall),31,314765
scenario1_restoration,dblr,Waterbird habitat,Dabbling Ducks (fall),31,119285
scenario1_restoration,shore,Waterbird habitat,Shorebirds (fall),31,186435
scenario1_restoration,cicon,Waterbird habitat,Herons/Egrets (fall),31,308356
scenario1_restoration,crane,Waterbird habitat,Cranes (fall),31,52670
scenario1_restoration,geese,Waterbird habitat,Geese (fall),31,57706
scenario1_restoration,TOTAL,Waterbird habitat,Total (fall),31,362602
scenario2_perennialexpand_alt,dblr,Waterbird habitat,Dabbling Ducks (fall),31,77817
scenario2_perennialexpand_alt,shore,Waterbird habitat,Shorebirds (fall),31,144409
scenario2_perennialexpand_alt,cicon,Waterbird habitat,Herons/Egrets (fall),31,248168
scenario2_perennialexpand_alt,crane,Waterbird habitat,Cranes (fall),31,51559
scenario2_perennialexpand_alt,geese,Waterbird habitat,Geese (fall),31,91655
scenario2_perennialexpand_alt,TOTAL,Waterbird habitat,Total (fall),31,311517
scenario3_combo_alt,dblr,Waterbird habitat,Dabbling Ducks (fall),31,115623
scenario3_combo_alt,shore,Waterbird habitat,Shorebirds (fall),31,180407
scenario3_combo_alt,cicon,Waterbird habitat,Herons/Egrets (fall),31,297073
scenario3_combo_alt,crane,Waterbird habitat,Cranes (fall),31,54250
scenario3_combo_alt,geese,Waterbird habitat,Geese (fall),31,105095
scenario3_combo_alt,TOTAL,Waterbird habitat,Total (fall),31,360112
baseline,dblr,Waterbird habitat,Dabbling Ducks (fall),32,73249
baseline,shore,Waterbird habitat,Shorebirds (fall),32,139930
baseline,cicon,Waterbird habitat,Herons/Egrets (fall),32,148968
baseline,crane,Waterbird habitat,Cranes (fall),32,50687
baseline,geese,Waterbird habitat,Geese (fall),32,19357
baseline,TOTAL,Waterbird habitat,Total (fall),32,218678
scenario1_restoration,dblr,Waterbird habitat,Dabbling Ducks (fall),32,113329
scenario1_restoration,shore,Waterbird habitat,Shorebirds (fall),32,178204
scenario1_restoration,cicon,Waterbird habitat,Herons/Egrets (fall),32,178988
scenario1_restoration,crane,Waterbird habitat,Cranes (fall),32,53328
scenario1_restoration,geese,Waterbird habitat,Geese (fall),32,19165
scenario1_restoration,TOTAL,Waterbird habitat,Total (fall),32,259264
scenario2_perennialexpand_alt,dblr,Waterbird habitat,Dabbling Ducks (fall),32,69032
scenario2_perennialexpand_alt,shore,Waterbird habitat,Shorebirds (fall),32,139832
scenario2_perennialexpand_alt,cicon,Waterbird habitat,Herons/Egrets (fall),32,137410
scenario2_perennialexpand_alt,crane,Waterbird habitat,Cranes (fall),32,52778
scenario2_perennialexpand_alt,geese,Waterbird habitat,Geese (fall),32,33189
scenario2_perennialexpand_alt,TOTAL,Waterbird habitat,Total (fall),32,211681
scenario3_combo_alt,dblr,Waterbird habitat,Dabbling Ducks (fall),32,111040
scenario3_combo_alt,shore,Waterbird habitat,Shorebirds (fall),32,177725
scenario3_combo_alt,cicon,Waterbird habitat,Herons/Egrets (fall),32,170719
scenario3_combo_alt,crane,Waterbird habitat,Cranes (fall),32,55265
scenario3_combo_alt,geese,Waterbird habitat,Geese (fall),32,37739
scenario3_combo_alt,TOTAL,Waterbird habitat,Total (fall),32,255846
baseline,dblr,Waterbird habitat,Dabbling Ducks (fall),33,88715
baseline,shore,Waterbird habitat,Shorebirds (fall),33,140312
baseline,cicon,Waterbird habitat,Herons/Egrets (fall),33,221452
baseline,crane,Waterbird habitat,Cranes (fall),33,38015
baseline,geese,Waterbird habitat,Geese (fall),33,16952
baseline,TOTAL,Waterbird habitat,Total (fall),33,255836
scenario1_restoration,dblr,Waterbird habitat,Dabbling Ducks (fall),33,133255
scenario1_restoration,shore,Waterbird habitat,Shorebirds (fall),33,176989
scenario1_restoration,cicon,Waterbird habitat,Herons/Egrets (fall),33,278381
scenario1_restoration,crane,Waterbird habitat,Cranes (fall),33,37241
scenario1_restoration,geese,Waterbird habitat,Geese (fall),33,16916
scenario1_restoration,TOTAL,Waterbird habitat,Total (fall),33,308817
scenario2_perennialexpand_alt,dblr,Waterbird habitat,Dabbling Ducks (fall),33,83801
scenario2_perennialexpand_alt,shore,Waterbird habitat,Shorebirds (fall),33,136726
scenario2_perennialexpand_alt,cicon,Waterbird habitat,Herons/Egrets (fall),33,214409
scenario2_perennialexpand_alt,crane,Waterbird habitat,Cranes (fall),33,42320
scenario2_perennialexpand_alt,geese,Waterbird habitat,Geese (fall),33,23631
scenario2_perennialexpand_alt,TOTAL,Waterbird habitat,Total (fall),33,248019
scenario3_combo_alt,dblr,Waterbird habitat,Dabbling Ducks (fall),33,127339
scenario3_combo_alt,shore,Waterbird habitat,Shorebirds (fall),33,173977
scenario3_combo_alt,cicon,Waterbird habitat,Herons/Egrets (fall),33,274670
scenario3_combo_alt,crane,Waterbird habitat,Cranes (fall),33,42261
scenario3_combo_alt,geese,Waterbird habitat,Geese (fall),33,23105
scenario3_combo_alt,TOTAL,Waterbird habitat,Total (fall),33,304070
baseline,dblr,Waterbird habitat,Dabbling Ducks (fall),34,96444
baseline,shore,Waterbird habitat,Shorebirds (fall),34,170049
baseline,cicon,Waterbird habitat,Herons/Egrets (fall),34,242355
baseline,crane,Waterbird habitat,Cranes (fall),34,47561
baseline,geese,Waterbird habitat,Geese (fall),34,69585
baseline,TOTAL,Waterbird habitat,Total (fall),34,287772
scenario1_restoration,dblr,Waterbird habitat,Dabbling Ducks (fall),34,141794
scenario1_restoration,shore,Waterbird habitat,Shorebirds (fall),34,203684
scenario1_restoration,cicon,Waterbird habitat,Herons/Egrets (fall),34,273363
scenario1_restoration,crane,Waterbird habitat,Cranes (fall),34,48179
scenario1_restoration,geese,Waterbird habitat,Geese (fall),34,74267
scenario1_restoration,TOTAL,Waterbird habitat,Total (fall),34,319074
scenario2_perennialexpand_alt,dblr,Waterbird habitat,Dabbling Ducks (fall),34,91573
scenario2_perennialexpand_alt,shore,Waterbird habitat,Shorebirds (fall),34,171667
scenario2_perennialexpand_alt,cicon,Waterbird habitat,Herons/Egrets (fall),34,228533
scenario2_perennialexpand_alt,crane,Waterbird habitat,Cranes (fall),34,48525
scenario2_perennialexpand_alt,geese,Waterbird habitat,Geese (fall),34,101070
scenario2_perennialexpand_alt,TOTAL,Waterbird habitat,Total (fall),34,280653
scenario3_combo_alt,dblr,Waterbird habitat,Dabbling Ducks (fall),34,135696
scenario3_combo_alt,shore,Waterbird habitat,Shorebirds (fall),34,205565
scenario3_combo_alt,cicon,Waterbird habitat,Herons/Egrets (fall),34,260407
scenario3_combo_alt,crane,Waterbird habitat,Cranes (fall),34,49405
scenario3_combo_alt,geese,Waterbird habitat,Geese (fall),34,118003
scenario3_combo_alt,TOTAL,Waterbird habitat,Total (fall),34,311339
baseline,dblr,Waterbird habitat,Dabbling Ducks (fall),35,84099
baseline,shore,Waterbird habitat,Shorebirds (fall),35,171921
baseline,cicon,Waterbird habitat,Herons/Egrets (fall),35,130773
baseline,crane,Waterbird habitat,Cranes (fall),35,47291
baseline,geese,Waterbird habitat,Geese (fall),35,5240
baseline,TOTAL,Waterbird habitat,Total (fall),35,240390
scenario1_restoration,dblr,Waterbird habitat,Dabbling Ducks (fall),35,124855
scenario1_restoration,shore,Waterbird habitat,Shorebirds (fall),35,207609
scenario1_restoration,cicon,Waterbird habitat,Herons/Egrets (fall),35,156947
scenario1_restoration,crane,Waterbird habitat,Cranes (fall),35,48431
